Age,EstimatedSalary,Purchased
31,106978,1
23,55420,1
73,134380,1
42,43145,1
21,99161,0
38,56846,1
65,86132,1
37,97177,0
38,31528,0
18,142522,1
78,55224,1
69,68738,0
25,76410,1
43,129479,0
51,124294,0
24,69175,1
26,111180,1
40,40470,0
34,62294,1
43,57489,0
23,145235,1
59,99211,1
27,90634,0
43,149735,0
37,52220,1
70,127927,0
34,149194,0
28,30454,0
58,67377,1
63,126500,0
50,89973,0
63,34783,1
77,76514,0
43,39740,1
41,45298,0
36,78850,1
69,60907,0
44,104609,0
32,42208,1
56,43270,1
52,39484,0
55,127286,1
74,31099,1
42,100342,1
55,40528,0
78,133491,1
49,65878,1
23,97521,0
56,48302,1
45,43682,0
68,73620,1
53,112573,1
74,82017,1
78,103643,1
74,65782,0
44,59878,0
70,42412,1
24,131223,0
31,41896,0
35,146887,0
21,61811,1
24,45482,1
22,60379,1
33,58308,0
78,94827,1
22,54018,0
52,73560,0
35,81288,1
54,43753,0
73,62014,1
61,124766,1
54,83903,1
40,123817,1
41,87553,0
45,88093,1
45,33978,0
46,37942,0
33,106448,0
23,54089,0
45,56350,1
76,78326,1
50,127397,1
49,127000,0
51,83859,1
78,51343,0
72,146065,0
26,56184,1
36,60744,0
70,44043,1
66,80253,1
56,102586,0
78,103671,0
28,115260,1
80,35296,0
36,88095,0
36,145691,0
70,81580,0
51,116850,1
57,105637,1
62,100174,0
36,65530,1
66,135643,1
80,30635,0
70,40898,0
53,139077,0
65,131683,1
53,105522,0
39,67236,0
52,136434,1
44,65220,0
23,134182,1
70,52604,1
61,76793,1
41,44045,0
70,30027,1
76,129723,1
59,111715,0
79,111671,1
49,98078,1
50,120859,1
39,92459,1
33,55061,1
26,98087,0
28,138131,1
63,113427,0
29,87179,0
38,75147,1
27,104518,1
38,83845,0
22,37272,1
49,30064,1
75,45881,0
18,147934,0
78,34230,1
32,79694,0
54,113348,0
55,91391,0
53,71863,1
31,40501,0
71,83760,0
31,94294,1
38,91421,1
77,95922,1
70,81095,1
78,84951,0
37,144371,0
36,74121,0
72,148515,1
56,58544,0
59,86836,0
73,111430,0
25,115745,1
26,81673,0
70,146662,0
24,48728,1
52,149107,1
64,41107,0
40,111054,0
49,119533,0
73,100319,1
45,34905,1
23,134646,0
39,149970,1
32,97875,0
48,86087,1
51,103143,0
57,144690,1
51,64008,0
19,48148,1
65,95298,0
44,80136,1
73,95645,1
61,83272,0
37,139009,0
51,94478,0
27,98797,0
66,57729,0
67,123291,0
46,132186,1
24,103912,1
30,93618,1
53,90102,0
32,100536,1
68,135545,0
79,110003,0
40,131247,1
46,49508,0
21,106850,0
58,131078,0
33,82236,1
49,70790,0
57,57212,1
61,87727,1
80,71622,0
22,127096,1
64,32563,0
60,125512,0
59,37003,0
76,122277,0
66,126012,0
46,53798,0
80,84175,1
43,30871,1
62,65104,1
49,71399,0
30,82365,1
60,55912,0
64,77036,0
76,82284,0
24,64451,1
47,43241,1
46,99267,0
69,73792,0
73,51174,1
69,110368,1
49,101792,0
46,75387,0
70,39249,1
18,76045,1
30,132248,0
40,56823,0
36,100130,1
80,114930,1
71,84158,0
58,142696,0
53,89008,1
21,75394,1
21,61893,0
70,48204,0
31,113715,1
68,75430,0
75,79582,0
45,117887,1
20,48046,1
75,44170,0
63,76554,1
62,145011,0
74,86513,1
54,31893,1
66,49188,1
39,128811,1
49,97174,0
60,63055,1
50,71767,1
34,90787,0
27,64586,0
80,125047,0
65,130418,1
20,39058,0
43,59508,0
45,139229,0
56,51932,0
31,45774,0
50,148478,0
36,37872,0
75,51908,0
47,137703,1
30,38410,0
23,37037,1
21,46300,0
79,37638,1
40,118793,1
19,65319,1
30,72270,0
79,122375,1
72,49045,0
29,85094,0
57,91433,1
59,142595,1
79,54192,0
77,83000,0
26,30445,0
21,142411,1
74,99482,1
62,82908,0
33,144700,1
75,104748,0
42,36012,0
27,90784,1
34,74913,0
53,58788,1
73,46046,0
18,41750,0
33,104219,0
50,86394,0
34,78648,0
59,31273,1
58,82985,0
55,101786,0
66,87592,0
52,80293,1
51,47218,0
70,49717,1
58,140408,0
25,54500,0
50,61895,1
54,113015,1
48,83150,0
32,53086,1
28,84686,0
47,83955,1
72,111683,0
80,44875,0
73,135666,1
43,58278,0
78,135620,1
65,142594,0
48,129017,0
19,97102,0
79,121445,0
39,66080,0
29,97405,1
74,67178,1
78,110095,0
26,131797,0
37,139409,0
69,119898,0
73,147872,0
28,104647,0
59,91278,1
62,146999,1
63,39582,0
46,64661,1
77,62876,1
53,57364,0
66,141758,1
77,117934,0
29,137642,0
74,41179,1
71,104241,1
42,52173,1
76,114203,1
45,55359,1
29,149216,0
74,74741,1
78,114614,0
80,64814,1
76,43160,0
76,68626,1
44,89264,1
69,82348,1
70,122072,1
21,69992,0
70,69792,1
39,36187,0
35,108008,0
76,56556,1
41,71898,1
24,110753,0
41,32337,1
44,111583,0
73,63306,0
52,92062,1
80,57084,1
80,97752,1
58,147660,1
44,146145,0
69,73051,0
51,97999,0
29,127487,1
27,133381,0
77,99105,1
47,92799,1
68,73249,0
72,61148,0
31,47650,1
73,83844,1
39,122384,1
57,129159,1
43,118332,1
76,62636,1
41,119095,0
33,135952,0
79,104197,1
49,126583,0
30,50884,0
24,146355,1
48,78041,0
53,32272,1
67,124197,0
77,123391,1
71,138018,0
67,96956,1
22,140239,1
21,46295,0
19,36949,1
35,109781,0
49,97479,0
44,149720,0
63,63605,0
48,57677,0
78,43440,0
56,97908,0
67,88533,1
46,116767,1
20,141790,0
27,57007,1
71,47902,0
72,64866,1
41,139776,1
50,67653,1
61,135691,0
78,41843,0
67,71248,0
24,88935,0
53,97357,1
43,32388,1
37,69215,1
65,121887,1
56,78369,1
71,94722,0
46,73118,1
31,143194,1
79,80303,1
66,74469,0
50,34634,0
24,60305,0
43,129341,1
57,103436,1
53,78970,1
76,51715,1
71,86258,0
79,58483,1
48,93806,1
34,122328,1
41,58230,0
72,90844,0
21,143953,0
70,105724,1
26,137979,1
20,75188,0
22,118171,0
43,119758,1
39,60549,0
36,95690,0
46,47613,1
64,125762,1
20,49196,0
55,89966,1
62,107919,1
57,34980,0
51,116036,0
68,48626,1
23,82706,0
76,45005,1
47,98512,0
44,53885,1
57,108253,0
40,64039,1
79,148094,0
23,66564,1
19,93840,0
57,109758,0
72,34043,0
42,69815,1
41,109607,1
20,87494,1
57,145670,0
41,123648,0
75,72884,1
62,81312,1
58,60080,0
78,30631,0
22,35015,0
47,119916,1
67,61813,0
79,145550,1
69,60475,0
69,91037,0
71,43787,1
57,88606,1
36,94999,0
46,135242,0
65,140882,0
77,60593,1
66,112475,0
76,64004,0
51,135390,0
73,104584,0
61,134829,1
56,144446,0
68,47840,0
70,107454,0
60,101148,0
71,68182,1
77,38023,0
28,101296,0
71,89493,0
41,149320,1
36,93721,1
74,104376,0
23,133147,0
50,145050,1
56,76811,0
19,71865,1
73,87297,1
58,51473,0
59,74808,0
57,76124,1
18,65508,0
80,41626,1
68,113466,0
71,31195,0
23,114352,0
68,48178,0
54,49454,0
63,98959,0
29,117350,1
34,82179,0
22,85357,0
46,86420,1
25,95317,0
34,93639,0
66,114829,1
67,97641,0
26,147390,0
72,63261,0
38,103342,1
62,45668,0
60,88485,1
28,91287,1
23,51811,0
42,56394,1
48,135857,0
47,133538,1
52,82264,1
51,44124,1
64,54891,0
40,108353,0
45,50534,0
60,92608,0
33,140541,0
77,36435,1
28,142118,1
78,68308,0
44,100899,0
38,78309,0
19,31375,0
77,149976,1
45,85975,1
41,34991,0
46,71268,1
72,90151,0
79,50856,1
20,141424,0
53,99881,0
48,67177,0
40,134540,0
26,70359,1
38,129889,1
74,109973,0
53,33559,1
53,118058,1
65,98244,1
25,86650,1
54,83772,1
64,148809,0
37,86307,0
63,111870,0
32,108278,1
35,67596,1
57,105966,0
20,110378,0
49,133434,0
79,149472,1
62,145198,0
23,148913,1
36,89988,0
63,35415,1
21,35647,0
64,95750,0
20,62377,0
71,137911,1
20,62387,0
20,54027,0
37,114055,0
58,92731,0
72,105994,1
77,85221,1
74,44793,1
79,34371,0
66,125903,1
20,76799,0
66,40728,0
18,34551,0
79,128237,1
69,108396,1
62,53626,1
36,86409,0
60,120338,0
61,30992,0
64,135633,0
67,73838,1
45,49997,0
65,141837,0
78,133259,1
21,65622,1
18,41951,0
61,109201,1
38,55870,1
72,33531,0
33,90890,0
27,139740,0
72,89784,1
80,82489,0
36,143827,0
58,79078,0
25,140837,0
36,115576,0
60,127868,1
24,92457,1
78,98197,1
29,87950,1
74,109808,1
35,81133,1
33,111174,0
25,108053,1
71,100235,1
55,133809,0
54,72941,1
53,66717,0
67,140486,1
64,63262,0
63,97296,0
47,108729,0
39,127387,0
40,115224,1
61,141324,0
56,33824,1
18,129883,1
42,63123,0
18,104597,1
47,129326,0
43,110762,1
25,65244,0
58,91690,1
48,89659,1
35,117776,1
36,40608,0
69,67315,0
19,76268,0
77,115292,1
65,106418,0
79,67138,1
35,61857,0
57,46552,1
68,71028,0
30,132453,1
70,97635,1
49,148241,1
26,139756,1
70,139470,1
33,114300,0
19,53327,1
74,136620,0
54,55386,0
49,93957,1
64,60630,0
18,131886,0
71,74135,1
70,104844,1
27,98133,0
41,118242,1
42,134870,1
78,74460,0
78,39310,0
53,101708,0
49,63456,1
59,77430,0
22,88830,0
33,86275,1
31,92476,1
36,87918,1
76,54435,0
79,134439,1
22,54333,1
77,60185,1
43,84824,0
79,63602,0
76,134296,1
57,103905,1
25,111123,0
36,80113,1
31,31979,0
77,60739,1
73,73817,0
33,145652,1
71,83908,0
49,107761,0
71,66252,0
74,30666,0
20,73739,0
20,66386,1
29,135125,1
64,57614,1
43,80543,1
47,60331,1
42,121874,1
20,136036,1
58,142066,0
63,106260,0
33,82316,1
26,71024,0
35,131502,1
43,40821,1
67,41654,0
40,75369,0
20,148452,0
35,90725,1
60,132522,0
54,92856,1
40,133395,1
44,88216,1
66,96127,1
44,126317,0
64,50087,1
31,67966,1
20,99190,0
39,71509,0
73,71325,0
24,89590,0
26,113684,0
50,119265,0
41,50692,0
28,100898,1
65,114101,0
46,49694,0
75,83195,0
79,92655,0
53,45393,0
25,48813,0
54,74140,0
65,33881,0
33,118336,1
80,73724,1
75,129565,1
48,114820,1
55,49894,1
58,90681,1
67,69982,1
55,99889,1
70,94975,1
54,131997,1
27,140278,1
31,118242,1
71,125682,0
22,138690,0
30,96081,0
76,134339,1
56,94975,0
18,61113,0
24,94066,0
42,121104,0
64,141558,0
79,131431,0
79,105908,0
69,135470,0
67,137671,0
45,141541,0
76,125204,0
73,104881,0
49,30609,0
51,127426,0
75,31006,0
46,124931,0
45,77634,1
40,120040,0
48,80135,0
22,110828,0
59,110017,0
29,114949,0
61,42682,0
58,148161,0
63,65779,0
62,129079,0
25,119058,0
18,70708,0
59,99051,0
67,58429,0
45,33363,0
44,56469,1
24,69978,0
52,32286,0
46,86277,0
35,75144,0
19,88626,0
32,140216,0
52,140852,0
60,104000,0
37,89151,0
30,113715,0
56,63147,0
45,129875,1
21,81438,0
29,124693,0
68,104907,0
34,107138,0
36,68796,0
41,45264,0
40,99023,0
30,40080,0
70,131644,0
36,82919,1
43,101481,0
73,69164,0
41,57308,0
56,75293,0
60,31453,0
72,106174,0
75,31081,0
42,129452,0
48,138501,0
53,143279,0
56,141757,0
24,140043,1
24,89046,0
56,103069,0
39,118506,0
38,109090,0
18,149535,0
71,127130,1
60,123662,0
72,30749,0
37,44981,0
34,64158,0
21,80947,0
25,35414,0
78,109512,0
54,30508,0
77,98195,0
18,42498,0
20,128842,0
20,125008,0
31,94863,0
25,73710,0
66,71833,0
49,104013,0
54,123782,0
79,112613,0
74,43481,0
36,96322,0
57,94515,0
66,71272,0
78,140515,0
49,53400,0
41,61721,0
19,74871,0
47,76419,0
38,40248,0
58,93431,0
80,93015,0
67,94924,0
43,74735,0
54,149081,0
28,78322,1
26,39428,0
37,109813,0
45,104871,0
44,50361,0
73,104396,0
24,54759,0
27,76120,0
34,67107,0
67,47658,1
67,143828,0
25,88376,0
50,107230,0
49,59530,0
26,91553,0
38,66766,0
35,145718,0
25,86648,0
74,42810,0
44,77183,0
79,95874,0
79,124425,0
52,149044,1
24,147659,1
34,129001,0
26,65765,0
68,125642,0
48,78172,0
42,106875,0
63,139860,0
79,106514,0
34,76361,1
22,135035,0
74,91986,0
70,72254,0
66,134344,0
71,97862,0
45,117753,0
71,96274,0
46,31362,0
50,108183,0
62,83223,0
49,111374,0
77,45143,0
34,77443,0
30,121696,1
66,113171,0
55,61463,0
47,90036,0
80,149739,0
26,106345,0
19,77580,0
65,109106,0
20,63227,0
32,85329,0
23,32842,0
57,38293,0
64,65883,0
45,43384,0
54,105938,0
73,104398,0
44,41083,0
27,90861,0
18,131844,0
61,120791,0
29,64517,1
58,84560,0
18,136884,1
33,98200,0
23,97734,1
59,72330,0
52,87455,1
77,63588,0
29,46795,1
24,55216,1
63,39903,0
56,124342,0
45,35119,0
21,91599,1
72,30802,0
42,72318,0
24,91025,0
80,98987,1
35,86954,0
78,96256,1
46,120328,1
64,98328,1
37,36593,0
27,81124,0
44,65847,1
29,52448,1
33,134952,0
55,83623,1
24,110117,1
68,35517,0
39,93407,1
73,138428,1
25,111865,0
57,137908,1
37,141490,0
28,137638,0
48,73937,0
41,57216,1
76,44951,1
70,113587,0
66,115333,1
58,99000,1
55,59888,0
20,86166,1
21,148988,0
29,65524,1
23,93657,0
70,108852,1
68,44790,0
47,66908,0
46,46588,1
65,48290,1
35,78508,0
37,46758,1
79,30992,0
66,72964,0
19,116329,1
36,74089,1
42,82969,0
69,111977,1
63,30996,1
54,52498,0
23,58081,1
77,102535,1
30,75914,0
45,49557,0
48,70639,1
57,129395,0
51,44138,0
24,122673,1
54,120582,1
25,118026,1
24,149235,1
23,100452,1
48,44157,0
46,40987,1
72,145778,1
49,113366,1
74,121999,1
34,115392,0
60,118156,1
62,145435,1
32,131177,0
72,61263,1
79,59554,0
39,111229,1
66,88517,0
54,120533,1
79,34716,1
28,36948,1
31,131389,1
69,59282,0
61,144896,0
55,43567,0
62,35707,1
78,105682,1
80,110162,0
73,94193,1
42,109164,1
43,103509,1
70,137309,1
50,60656,1
60,94532,0
40,92954,0
31,70868,0
78,136216,1
78,69771,1
31,81251,0
37,137121,0
28,132234,1
30,75403,0
22,85274,1
43,130136,0
26,116447,1
29,139484,1
27,38566,0
22,149733,1
19,111415,0
64,120507,1
58,95652,1
56,68122,0
43,136309,1
76,143500,1
56,118738,0
56,93937,0
22,135086,0
32,63407,1
43,45372,1
67,80083,0
25,102624,1
34,133195,0
65,40011,0
31,113208,1
35,132478,0
48,77604,1
64,127932,0
51,109108,0
79,81704,1
55,89841,1
54,75859,0
48,45963,0
23,112774,1
59,31647,1
64,64898,0
52,106665,1
46,70066,1
33,46318,0
68,119342,0
47,80919,1
68,47269,0
33,66227,1
46,134412,0
48,118265,1
74,96476,1
46,130462,1
18,136442,0
77,84177,1
28,108127,0
71,149080,1
67,100629,1
65,48343,1
72,53846,0
39,110089,1
72,44789,1
43,140547,1
56,128006,1
38,122231,0
56,98082,1
40,110027,1
41,120791,1
36,105491,0
60,50241,1
21,130301,0
45,68951,1
40,137616,0
47,75970,0
67,30074,1
75,113701,1
39,94598,0
21,53797,1
48,119615,1
77,129961,1
51,74069,1
55,136502,1
38,84720,1
60,45013,0
59,67668,1
41,49124,1
38,33121,1
63,68652,1
20,139012,1
61,129253,1
18,136118,0
58,50492,1
36,46725,1
48,131133,1
50,86048,0
73,63380,1
54,61236,1
22,124932,0
29,41951,0
25,59624,0
26,124382,1
18,55111,0
41,71437,1
47,145136,0
55,66066,1
70,56381,0
68,138010,0
65,70471,1
41,70663,0
57,76079,0
31,68031,1
73,76043,1
74,148632,1
72,88142,1
30,117210,0
34,54356,0
78,39820,1
31,139067,0
71,111392,1
53,60421,0
67,95360,0
26,142270,1
26,70816,1
49,71112,0
71,94276,0
25,69919,0
26,144242,1
66,57630,1
31,50912,1
52,105390,1
69,130665,1
61,113515,0
31,51726,1
69,123537,0
37,36403,1
61,140426,1
31,53462,1
22,138762,0
48,114027,0
56,77691,0
28,87873,1
27,75126,0
59,63294,1
66,83636,1
78,137375,0
54,34700,1
33,51579,0
20,100199,1
68,119835,0
78,101557,1
34,78619,0
24,74891,1
78,55385,1
43,102323,0
64,54448,0
58,142643,1
77,133184,0
18,34300,0
65,44699,0
27,64570,0
55,36122,0
33,37421,0
78,76990,1
28,99480,0
68,104306,0
69,144868,1
76,71964,0
24,106909,1
63,140994,1
49,103095,1
67,120577,1
44,53656,1
60,85207,0
56,114650,0
50,73420,0
63,119292,1
35,54791,0
40,103700,1
43,113860,0
45,72203,1
35,115453,0
68,70740,1
68,134627,1
52,92646,0
39,51496,0
61,104053,1
39,42082,0
43,102506,0
30,57115,1
66,53162,0
68,46295,0
23,59788,1
67,124904,1
19,132060,1
34,122077,1
33,121714,1
45,70247,0
53,36174,1
69,47645,0
58,80130,0
64,126555,1
41,55818,0
46,61657,1
55,109123,0
73,65354,1
73,96927,0
50,59761,1
29,30455,0
54,142973,1
26,112926,1
29,96087,0
64,109814,1
59,146518,0
76,128425,1
61,61676,0
19,125697,0
55,136972,1
63,52103,0
49,75856,0
27,31928,1
45,104954,0
63,61662,0
43,141502,0
56,132001,0
70,136939,0
45,57210,1
74,73430,0
62,95423,0
57,87788,0
59,142844,0
27,70637,1
21,43441,1
41,86259,1
66,138657,1
21,73958,0
54,39992,1
53,86957,1
30,56920,1
62,127013,0
44,58076,0
31,138358,0
72,130243,1
36,69028,1
23,48019,1
77,109726,0
25,62758,0
34,44496,1
19,62007,0
61,142127,1
19,142022,1
44,128200,1
49,111562,1
21,39510,0
47,81596,1
28,64271,1
22,82505,1
69,42972,0
40,84180,1
77,149148,1
66,103729,1
35,130231,1
22,47336,1
26,133643,1
56,109423,0
66,128709,0
33,148643,1
70,32847,1
77,145962,0
78,141147,0
41,44228,0
41,60686,1
39,49549,0
50,146151,1
30,92316,0
39,39359,0
27,147489,1
72,30384,0
63,115522,1
70,137301,0
66,124005,0
78,55765,0
71,138309,0
46,136909,1
78,109216,0
59,36526,0
69,75707,0
77,90420,1
23,112847,1
29,136420,0
60,127891,0
45,87887,1
79,41491,1
31,148865,0
72,69419,1
57,146847,0
43,79769,0
20,96393,1
47,35897,0
54,103878,1
58,60741,0
23,144470,1
40,51823,1
74,48718,0
56,39572,0
40,97164,1
74,71101,1
71,78425,1
21,33083,0
43,57746,0
72,120312,0
46,120268,1
78,66803,0
39,47998,1
64,73838,0
70,56205,1
59,114878,1
48,103873,0
80,30172,1
78,146790,0
53,79426,0
41,53812,0
62,127951,1
61,94206,0
52,106512,1
25,75977,1
19,51302,1
76,81123,1
59,66035,0
42,128131,1
37,115359,0
35,135306,0
25,145455,0
55,68047,0
21,141327,0
80,55782,0
36,49318,0
61,146247,0
56,99387,1
42,93521,1
62,45599,1
58,107695,1
49,44578,1
33,54462,1
40,86494,1
79,148575,1
75,32705,0
67,68148,0
58,79875,0
71,96728,1
24,46830,0
63,63526,1
19,36739,0
18,71377,1
57,42950,0
25,53570,1
20,131808,0
71,148806,0
48,41887,0
34,121088,0
19,145046,1
46,64240,0
78,56587,0
37,30658,1
41,36733,0
42,142391,1
32,147271,0
22,127887,0
72,69799,0
30,30686,1
56,93048,1
56,37427,1
70,54603,1
47,128718,1
35,68871,0
80,141326,0
63,122962,1
71,88633,0
48,104022,0
25,66450,1
62,60906,0
47,124673,0
18,45625,0
77,40330,1
48,140398,0
50,87079,0
41,98902,1
31,71919,1
28,129119,0
34,139341,1
58,106645,1
61,79151,0
33,44736,1
74,32745,1
62,123391,0
34,132646,0
39,64137,0
54,59319,1
65,111392,0
79,107759,0
22,90729,1
41,102729,1
25,38747,0
75,135568,1
61,113242,1
53,114480,1
67,96051,1
21,95350,1
37,48264,0
20,103520,0
28,66603,0
65,110480,1
29,37997,1
76,118877,0
76,86252,1
31,149845,0
76,91582,0
32,41758,0
32,55667,0
60,81315,1
43,135040,0
51,98608,1
32,30270,1
73,77619,1
46,116329,1
36,143802,1
40,109759,0
40,146566,0
21,99521,0
49,92916,0
54,71221,1
64,92720,1
29,80904,1
36,120897,0
56,41346,1
40,136659,1
68,105123,1
57,88551,1
48,93688,1
24,81757,0
44,47467,1
20,81744,1
18,99041,1
38,55544,0
67,146916,0
22,108631,1
53,124515,1
34,77449,0
51,110255,1
23,51583,0
73,80300,1
66,50571,0
31,132421,0
57,89693,1
21,133377,1
42,86314,1
22,125283,1
40,125100,0
29,85066,0
80,135987,0
58,109323,0
22,42283,1
24,86277,0
73,111703,1
57,91082,1
46,133779,1
57,62265,0
29,33262,0
76,126232,0
32,79290,0
46,75434,0
41,128779,0
29,117787,1
25,96469,1
36,48379,0
23,81599,1
34,108553,0
30,45076,0
49,106347,1
46,148505,0
39,44012,1
69,62400,1
20,118977,1
49,82242,0
24,43594,1
67,74704,0
55,113092,0
18,127530,1
53,51289,0
33,134357,1
31,134304,1
80,74033,0
40,53583,0
44,105891,1
80,104535,1
70,62821,0
58,91841,1
24,89381,0
63,64429,0
55,101631,0
48,140569,1
61,37351,1
64,138594,0
65,48506,0
21,116259,1
30,70033,1
70,64664,1
38,63067,0
67,94108,0
21,127018,1
62,145051,1
71,135507,1
77,79086,1
34,40607,1
48,59200,1
25,143508,0
74,113232,1
45,103300,1
33,132705,1
58,54332,1
38,55426,0
20,70998,0
77,147037,0
76,114317,0
70,143928,0
26,56099,0
61,30531,1
27,116838,1
47,46608,1
70,82103,1
57,40640,1
33,110396,1
24,88564,0
46,34397,0
24,133997,0
55,112365,1
24,62808,1
21,58867,0
47,30687,0
76,133413,1
18,54670,1
43,135215,1
74,130651,1
29,37101,0
65,36763,0
70,80689,1
62,117928,1
21,66187,1
62,85783,1
63,141306,0
73,137318,1
77,89222,0
29,146328,0
56,146860,1
36,75788,1
34,47178,1
51,84492,1
56,98459,1
26,31052,1
23,32194,1
64,89872,1
80,62284,0
53,65947,1
55,50860,0
70,35072,1
51,112634,0
22,72533,0
68,39695,1
72,67957,0
43,125862,1
28,43693,1
42,91653,1
26,145204,1
19,137523,0
67,102121,1
20,86840,0
70,134143,0
64,51856,1
39,122745,1
54,129485,0
31,94405,0
38,47361,0
30,98214,0
26,118032,1
66,117374,0
34,146774,1
18,95614,1
33,42936,0
29,82540,1
37,60344,1
79,121906,0
45,122344,1
58,112090,0
24,102656,1
30,76534,1
75,141293,1
30,43478,1
43,124443,1
72,31952,0
55,126480,0
33,131045,1
32,142121,0
54,110181,1
55,119865,0
27,144569,1
49,97688,1
51,110583,0
21,46381,0
63,97527,1
75,114744,1
62,144975,1
74,30540,0
46,49689,1
70,44583,1
61,74666,0
63,109711,0
39,92023,0
25,137170,0
23,122073,1
21,105162,1
40,43842,1
19,143755,1
23,125399,0
43,68392,0
47,137106,0
55,79262,1
31,48028,1
51,62524,1
69,64680,0
56,123103,1
54,131687,1
39,101932,0
32,141640,1
62,91567,1
24,63655,1
23,143147,0
63,137285,1
44,102483,0
63,118022,1
43,128408,0
35,40226,1
34,99270,0
53,106132,1
62,81514,1
67,73700,0
63,58211,0
39,135937,1
18,58973,0
41,52676,0
71,70789,1
18,113290,1
21,103174,0
34,108960,1
57,115908,1
55,117785,0
25,77581,1
78,44498,0
59,36007,0
70,59475,1
79,50308,0
40,103837,1
23,129473,0
48,124215,0
43,142745,0
24,77907,1
51,139881,0
62,135392,0
41,69339,0
49,33595,1
58,98880,1
35,133454,0
43,49089,1
32,66168,1
73,43791,1
44,53636,1
62,148438,0
26,124625,0
61,45616,0
71,74044,0
62,72846,1
22,113672,1
52,68723,1
18,129203,0
75,77716,0
36,145365,0
21,93973,0
47,101811,0
58,141281,0
45,94565,0
48,124435,0
45,72292,0
66,83378,0
49,32968,1
38,105339,0
52,145627,1
33,106198,1
71,64779,1
46,71723,0
70,31957,0
57,119101,1
27,104275,0
54,65653,1
66,67631,0
79,141237,0
60,123150,0
73,117383,1
64,69788,1
70,141745,0
38,81387,1
45,116737,1
26,48295,1
77,119542,1
68,133050,1
28,65098,1
21,92558,0
21,101284,1
32,59434,1
25,54702,0
44,60413,0
46,127320,1
78,115705,0
38,55046,1
27,108165,1
70,130159,0
25,96473,1
29,41543,0
20,41635,0
58,142230,1
53,78191,0
30,148209,0
80,124596,1
27,84845,0
38,99857,0
55,128950,1
26,44242,0
61,111496,1
51,46731,1
72,141727,1
57,78317,1
75,43890,1
43,139556,0
49,85117,0
31,129313,0
51,78708,1
71,49764,0
24,116172,0
18,47075,1
60,148303,1
58,90920,1
62,99010,1
32,80391,1
48,134897,0
68,37854,0
27,47441,1
79,127395,0
35,103611,1
67,109210,0
25,37522,0
38,89432,0
59,40505,0
62,76923,0
31,147100,1
44,95306,1
76,61782,1
39,36387,1
19,59468,1
24,129926,0
38,122955,1
27,90547,1
28,48582,1
54,55633,0
36,60889,0
19,103655,0
49,37290,0
40,71500,1
34,54334,1
47,108970,0
20,91971,1
27,51562,0
42,84468,1
64,67273,1
44,122964,0
78,49135,0
65,148409,0
30,111979,0
28,66644,1
27,109494,1
73,115172,0
21,94449,1
20,81373,1
46,97703,1
79,141157,0
18,122333,0
31,136824,0
34,138749,0
36,52896,0
61,76434,0
62,113847,1
52,128113,1
53,84309,0
45,107575,0
40,145351,0
55,60816,1
53,54378,0
75,99135,0
36,119284,0
60,92482,1
57,120039,0
50,91870,1
40,123294,1
78,142539,1
21,147015,0
78,136719,0
28,91628,1
30,55601,1
25,110163,1
41,64296,0
78,78369,1
49,42567,0
24,135972,1
51,134626,1
57,143657,1
71,80334,0
69,133360,1
43,37020,1
31,110646,1
57,91612,1
72,67445,0
56,110509,0
74,31659,0
27,59620,0
33,76707,1
78,112772,1
32,119043,1
43,88586,1
77,123671,1
24,113917,1
55,103473,0
39,71733,0
75,31737,1
56,130090,1
61,48676,0
67,146876,0
70,64545,1
40,118293,1
21,122323,1
31,70397,0
55,65065,0
65,66028,0
41,30032,1
61,59539,1
25,98496,0
22,32298,1
30,148521,0
49,84384,0
19,53720,1
45,120163,0
59,70919,0
71,135786,0
49,40824,1
52,34889,0
60,117511,0
68,110999,1
52,143860,0
40,66937,1
65,84678,0
33,134073,0
22,128896,1
25,61471,1
64,116033,0
78,105105,1
39,147094,1
50,50505,1
66,82781,0
42,37397,0
43,107310,0
49,81431,0
60,61583,0
23,133388,0
63,50705,1
80,30851,1
28,114003,1
80,79034,0
77,103890,1
62,52598,0
27,111536,0
62,53766,0
65,54781,0
63,85148,0
58,78309,1
55,110599,0
62,139014,0
28,86606,1
61,73310,1
49,76902,0
53,48792,0
75,44896,1
25,69886,1
48,72898,0
40,105365,1
23,131595,1
57,141684,0
66,92508,0
38,42565,0
32,38185,0
58,38685,0
77,116672,0
42,99440,0
33,70900,1
46,141967,0
34,107605,1
48,133584,1
34,125719,1
33,90719,1
37,90647,0
28,134076,1
56,74631,0
45,121735,1
68,76246,0
68,70813,1
46,134326,1
35,121325,0
30,34533,1
63,52365,1
21,83590,1
55,100633,0
75,40554,1
71,147540,1
36,63740,0
73,49503,1
43,53948,1
46,67571,1
50,57351,1
75,140359,1
70,62020,1
18,132061,1
54,142071,0
44,42779,1
64,145944,1
27,54819,1
79,89552,0
44,61974,1
34,79234,0
71,114571,0
64,52582,0
39,125017,1
35,46774,0
65,119677,0
27,39126,0
36,66533,0
23,57155,1
22,55229,0
35,145538,1
42,114925,1
73,88318,1
76,83543,0
28,95793,1
28,126168,0
25,141531,0
22,118756,1
45,137978,0
57,49582,0
43,143146,1
62,133869,1
77,107897,1
21,56506,1
36,123061,1
76,129729,1
59,135621,1
64,121018,0
78,94532,0
73,57362,0
78,34388,1
57,83345,1
70,121023,0
73,55493,0
41,118334,1
